1211.8,1212.1,1212.6,1212.7,1212.7,1212.7,1212.5,1212.5,1213.6,1213.5,1213.9,1214.1,1214,1214.2,1214.3
1210,1210.5,1211.1,1211.6,1212,1211.1,1211.2,1211.1,1212.1,1212.1,1212.4,1212.7,1212.9,1212.9,1213.2
1210.7,1211.5,1212,1212.4,1212.6,1212,1211.8,1212.1,1213.1,1212.9,1213.6,1214,1213.6,1213.5,1213.8
